Code,Long_Code,Topic
WB_3193,WB_3193_MONSOON,Monsoon
WB_3194,WB_3194_GENERAL_METEOROLOGICAL_THEMES,General Meteorological Themes
WB_3195,WB_3195_DESTRUCTIVE_WEATHER,Destructive Weather
WB_3196,WB_3196_WEATHER_DISASTER,Weather Disaster
WB_3199,WB_3199_HYDROLOGICAL_EVENT,Hydrological Event
WB_3200,WB_3200_HYDRO-METEOROLOGICAL,Hydro-meteorological
WB_3202,WB_3202_EROSION,Erosion
WB_3203,WB_3203_COASTAL_EROSION,Coastal Erosion
WB_3204,WB_3204_LANDSLIDE,Landslide
WB_3205,WB_3205_AVALANCHE,Avalanche
WB_3206,WB_3206_SNOW_AVALANCHE,Snow Avalanche
WB_3207,WB_3207_DEBRIS_AVALANCHE,Debris Avalanche
WB_3208,WB_3208_ROCKFALL,Rockfall
WB_3209,WB_3209_MUDSLIDE,Mudslide
WB_321,WB_321_FINANCIAL_CRISIS_PREPAREDNESS,Financial Crisis Preparedness
WB_3210,WB_3210_MUD_FLOW,Mud Flow
WB_3211,WB_3211_DEBRIS_MUDSLIDE,Debris Mudslide
WB_3212,WB_3212_WAVE_ACTION,Wave Action
WB_3213,WB_3213_TIDAL_WAVE,Tidal Wave
WB_3214,WB_3214_ROGUE_WAVE,Rogue Wave
WB_3215,WB_3215_SEICHE,Seiche
WB_3216,WB_3216_FLOOD,Flood
WB_3217,WB_3217_RIVERINE_FLOOD,Riverine Flood
WB_3218,WB_3218_ICE_JAM_FLOOD,Ice Jam Flood
WB_3219,WB_3219_FLASH_FLOOD,Flash Flood
WB_322,WB_322_DEPOSIT_INSURANCE,Deposit Insurance
WB_3220,WB_3220_COASTAL_FLOOD,Coastal Flood
WB_3221,WB_3221_FLOOD_CONTROL,Flood Control
WB_3222,WB_3222_FLOOD_RISK_MANAGEMENT,Flood Risk Management
WB_3224,WB_3224_FLOOD_DAMAGE,Flood Damage
WB_3225,WB_3225_SINKHOLE,Sinkhole
WB_3226,WB_3226_EXPANSIVE_SOIL,Expansive Soil
WB_3227,WB_3227_DESICCATION,Desiccation
WB_3228,WB_3228_BIOLOGICAL_DISASTER,Biological Disaster
WB_3229,WB_3229_ABIOTIC_RISK,Abiotic Risk
WB_3230,WB_3230_ABIOTIC_STRESS,Abiotic Stress
WB_3231,WB_3231_ANIMAL_INCIDENT,Animal Incident
WB_3232,WB_3232_BIOLOGICAL_DISEASES,Biological Diseases
WB_3233,WB_3233_BACTERIAL_DISEASE,Bacterial Disease
WB_3234,WB_3234_PARASITIC_DISEASE,Parasitic Disease
WB_3235,WB_3235_PRION_DISEASE,Prion Disease
WB_3236,WB_3236_VIRAL_DISEASE,Viral Disease
WB_3237,WB_3237_INSECT_INFESTATION,Insect Infestation
WB_324,WB_324_ISLAMIC_FINANCE,Islamic Finance
WB_325,WB_325_MACROPRUDENTIAL_REGULATION,Macroprudential Regulation
WB_326,WB_326_STATE_FINANCIAL_INSTITUTIONS,State Financial Institutions
WB_327,WB_327_VULNERABILITY_AND_RISK_ASSESSMENTS,Vulnerability and Risk Assessments
WB_328,WB_328_FINANCIAL_INTEGRITY,Financial Integrity
WB_330,WB_330_FINANCIAL_INTELLIGENCE,Financial Intelligence
WB_331,WB_331_ECONOMIC_TRANSPARENCY,Economic Transparency
WB_332,WB_332_CAPITAL_MARKETS,Capital Markets
WB_333,WB_333_NON-GOVERNMENT_BOND_MARKETS,Non-Government Bond Markets
WB_334,WB_334_EQUITY_MARKETS,Equity Markets
WB_335,WB_335_GOVERNMENT_BOND_MARKETS,Government Bond Markets
WB_3358,WB_3358_MAN-MADE_DISASTERS,Man-Made Disasters
WB_3359,WB_3359_AVIATION_INCIDENT,Aviation Incident
WB_336,WB_336_NON-BANK_FINANCIAL_INSTITUTIONS,Non-Bank Financial Institutions
WB_3360,WB_3360_BRIDGE_COLLAPSE,Bridge Collapse
WB_3361,WB_3361_DAM_FAILURE,Dam Failure
WB_3362,WB_3362_BUILDING_COLLAPSE,Building Collapse
WB_3363,WB_3363_BURST_PIPELINE,Burst Pipeline
WB_3364,WB_3364_CAR_ACCIDENT,Car Accident
WB_3365,WB_3365_CHEMICAL_SPILL,Chemical Spill
WB_3366,WB_3366_MARITIME_INCIDENT,Maritime Incident
WB_3367,WB_3367_AIRPLANE_CRASH,Airplane Crash
WB_3368,WB_3368_POWER_OUTAGE,Power Outage
WB_3369,WB_3369_HOUSE_FIRE,House Fire
WB_337,WB_337_AGRICULTURAL_INSURANCE,Agricultural Insurance
WB_3370,WB_3370_MINING_INCIDENT,Mining Incident
WB_3371,WB_3371_ENVIRONMENTAL_DISASTER,Environmental Disaster
WB_3372,WB_3372_OIL_SPILL,Oil Spill
WB_3373,WB_3373_NUCLEAR_ACCIDENT,Nuclear Accident
WB_3374,WB_3374_RAILWAY_INCIDENT,Railway Incident
WB_3375,WB_3375_TRAIN_ACCIDENT,Train Accident
WB_3376,WB_3376_ROAD_INCIDENT,Road Incident
WB_3377,WB_3377_ALZHEIMERS,Alzheimers
WB_3379,WB_3379_DISCRIMINATION,Discrimination
WB_338,WB_338_INSURANCE_RISK-BASED_SUPERVISION_(SOLVENCY_II),Insurance Risk-Based Supervision (Solvency II)
WB_3380,WB_3380_DISCRIMINATION_AGAINST_IMMIGRANTS,Discrimination Against Immigrants
WB_3381,WB_3381_DISCRIMINATION_AGAINST_LGBT_INDIVIDUALS,Discrimination Against LGBT Individuals
WB_3382,WB_3382_DISCRIMINATION_AGAINST_ETHNICITY_AND_RACE,Discrimination Against Ethnicity and Race
WB_3383,WB_3383_RELIGIOUS_DISCRIMINATION,Religious Discrimination
WB_3384,WB_3384_FORCED_MARRIAGE,Forced Marriage
WB_3385,WB_3385_INTERNET_BLACKOUT,Internet Blackout
WB_3386,WB_3386_DEFORESTATION,Deforestation
WB_3388,WB_3388_BLACK_MARKET,Black Market
WB_3389,WB_3389_RESULTS_AND_IMPACT_EVALUATIONS,Results and Impact Evaluations
WB_339,WB_339_MARKET-BASED_INSURANCE_PRODUCTS,Market-Based Insurance Products
WB_3390,WB_3390_WATER_SCARCITY,Water Scarcity
WB_3391,WB_3391_FINANCIAL_LITERACY,Financial Literacy
WB_3392,WB_3392_CONVENTIONAL_POTABLE_WATER_TREATMENT,Conventional Potable Water Treatment
WB_3393,WB_3393_WATER_DISINFECTION,Water Disinfection
WB_3394,WB_3394_DESALINATION_AND_WATER_TREATMENT,Desalination and Water Treatment
WB_3395,WB_3395_WATER_FILTRATION,Water Filtration
WB_3396,WB_3396_WATER_CHLORINATION,Water Chlorination
WB_3398,WB_3398_WATER_PURIFICATION,Water Purification
WB_3399,WB_3399_HOUSEHOLD_WATER_SUPPLY,Household Water Supply
WB_340,WB_340_MICRO-INSURANCE,Micro-Insurance
WB_3400,WB_3400_MULTI-VILLAGE_WATER_SYSTEMS,Multi-village Water Systems
WB_3401,WB_3401_INDUSTRIAL_WATER_USE,Industrial Water Use
WB_3402,WB_3402_INDUSTRIAL_WATER_POLLUTION,Industrial Water Pollution
WB_3403,WB_3403_INTEGRATED_URBAN_WATER_POLLUTION_CONTROL,Integrated Urban Water Pollution Control
WB_3404,WB_3404_WATER_SUPPLY_AND_SANITATION_POLICY,Water Supply and Sanitation Policy
WB_3405,WB_3405_WATER_SUPPLY_AND_SANITATION_LEGISLATION_AND_INSTITUTIONS,Water Supply and Sanitation Legislation and Institutions
WB_3406,WB_3406_WATER_SUPPLY_AND_SANITATION_LEGISLATION,Water Supply and Sanitation Legislation
WB_3407,WB_3407_WATER_SUPPLY_AND_SANITATION_INSTITUTIONS,Water Supply and Sanitation Institutions
WB_3408,WB_3408_WATER_SUPPLY_AND_SANITATION_REGULATION_AND_STANDARDS,Water Supply and Sanitation Regulation and Standards
WB_3409,WB_3409_WATER_SUPPLY_AND_SANITATION_REGULATORY_MODELS,Water Supply and Sanitation Regulatory Models
WB_341,WB_341_INVESTMENT_FUNDS,Investment Funds
WB_3410,WB_3410_WATER_SUPPLY_AND_SANITATION_SERVICE_PROVISION_MODELS,Water Supply and Sanitation Service Provision Models
WB_3411,WB_3411_WATER_SUPPLY_AND_SANITATION_GOVERNANCE,Water Supply and Sanitation Governance
WB_3412,WB_3412_WATER_AND_WASTEWATER_MUNICIPAL_UTILITIES,Water and Wastewater Municipal Utilities
WB_3413,WB_3413_WATER_AND_WASTEWATER_FEDERAL,Water and Wastewater Federal
WB_3414,WB_3414_WATER_AND_MULTI-UTILITIES,Water and Multi-Utilities
WB_3415,WB_3415_AGGREGATION,Aggregation
WB_3416,WB_3416_MONITORING_AND_EVALUATION_OF_WATER_SUPPLY_AND_SANITATION,Monitoring and Evaluation of Water Supply and Sanitation
WB_3417,WB_3417_BENCHMARKING_FOR_WATER_SUPPLY_AND_SANITATION,Benchmarking for Water Supply and Sanitation
WB_3418,WB_3418_WATER_SUPPLY_AND_SANITATION_FOR_THE_PERI-URBAN_AND_INFORMAL_SETTLEMENTS,Water Supply and Sanitation for the Peri-Urban and Informal Settlements
WB_3419,WB_3419_WATER_SUPPLY_AND_SANITATION_FOR_FRAGILE_AND_CONFLICT_AFFECTED_STATES,Water Supply and Sanitation for Fragile and Conflict Affected States
WB_342,WB_342_INFRASTRUCTURE_FUNDS,Infrastructure Funds
WB_3420,WB_3420_COMMUNITY_STANDPOSTS,Community Standposts
WB_3421,WB_3421_COMMERCIAL_MANAGEMENT_OF_SERVICE_PROVIDERS_OF_WATER_SUPPLY_AND_SANITATION,Commercial Management of Service Providers of Water Supply and Sanitation
WB_3422,WB_3422_CLIMATE_RESILIENT_SERVICE_PROVISION_FOR_WATER_SUPPLY_AND_SANITATION,Climate Resilient Service Provision for Water Supply and Sanitation
WB_3423,WB_3423_WATER_SUPPLY_AND_SANITATION_POLICY_AND_PLANNING,Water Supply and Sanitation Policy and Planning
WB_3424,WB_3424_WATER_SECTOR_POLICY,Water Sector Policy
WB_3425,WB_3425_WATER_UTILITY_REFORM,Water Utility Reform
WB_3426,WB_3426_WATER_DEMAND_MANAGEMENT_AND_CONSERVATION,Water Demand Management and Conservation
WB_3427,WB_3427_UTILITY_MANAGEMENT,Utility Management
WB_3428,WB_3428_ENERGY_EFFICIENCY_IN_URBAN_WATER_SUPPLY_AND_SANITATION_&NBSP;,Energy Efficiency in Urban Water Supply and Sanitation &nbsp;
WB_3429,WB_3429_BILLING_AND_COLLECTION_SERVICES&NBSP;,Billing and Collection Services&nbsp;
WB_3430,WB_3430_SERVICE_PROVIDER_INFORMATION_SYSTEMS_FOR_WATER_SUPPLY_AND_SANITATION,Service Provider Information Systems for Water Supply and Sanitation
WB_3431,WB_3431_ICT_APPLICATIONS_FOR_WATER_SUPPLY_AND_SANITATION,ICT Applications for Water Supply and Sanitation
WB_3432,WB_3432_WATER_SUPPLY_SOURCES,Water Supply Sources
WB_3433,WB_3433_DRINKING_WATER_SOURCE_PROTECTION,Drinking Water Source Protection
WB_3435,WB_3435_SURFACE_WATER_STORAGE,Surface Water Storage
WB_3436,WB_3436_WELLFIELDS,Wellfields
WB_3437,WB_3437_HANDPUMPS,Handpumps
WB_3438,WB_3438_WINDPOWER,Windpower
WB_3439,WB_3439_ARSENIC_AND_CONTAMINANTS_REMOVAL,Arsenic and Contaminants Removal
WB_344,WB_344_PRIVATE_EQUITY_FUNDS,Private Equity Funds
WB_3440,WB_3440_WATER_DISTRIBUTION_AND_TRANSMISSION,Water Distribution and Transmission
WB_3441,WB_3441_DISTRICT_METERING_AREAS,District Metering Areas
WB_3442,WB_3442_WATER_PRESSURE_REDUCTION,Water Pressure Reduction
WB_3443,WB_3443_OPTIMISATION_OF_WATER_DISTRIBUTION_NETWORK,Optimisation of Water Distribution Network
WB_3444,WB_3444_PUMPING_STATION,Pumping Station
WB_3445,WB_3445_WATER_METERING,Water Metering
WB_3446,WB_3446_INDUSTRIAL_WASTEWATER,Industrial Wastewater
WB_3447,WB_3447_HOUSEHOLD_SANITATION,Household Sanitation
WB_3448,WB_3448_IN-HOUSE_SANITATION_SYSTEMS,In-house Sanitation Systems
WB_3449,WB_3449_SHARED_SANITATION,Shared Sanitation
WB_345,WB_345_SOVEREIGN_WEALTH_FUNDS,Sovereign Wealth Funds
WB_3450,WB_3450_INSTITUTIONAL_SANITATION,Institutional Sanitation
WB_3451,WB_3451_SANITATION_IN_HEALTH_CENTRE,Sanitation in Health Centre
WB_3452,WB_3452_SANITATION_IN_SCHOOLS,Sanitation in Schools
WB_3453,WB_3453_SANITATION_IN_MARKETS,Sanitation in Markets
WB_3454,WB_3454_LATRINES,Latrines
WB_3455,WB_3455_SANITATION_AND_HYGIENE_BEHAVIOR_CHANGE,Sanitation and Hygiene Behavior Change
WB_3456,WB_3456_SANITATION_MARKETING,Sanitation Marketing
WB_3457,WB_3457_BIOSOLIDS_MANAGEMENT,Biosolids Management
WB_3458,WB_3458_FECAL_SLUDGE_MANAGEMENT,Fecal Sludge Management
WB_3459,WB_3459_FECAL_SLUDGE_REUSE,Fecal Sludge Reuse
WB_346,WB_346_COMPETITIVE_INDUSTRIES,Competitive Industries
WB_3460,WB_3460_STORMWATER_MANAGEMENT,Stormwater Management
WB_3461,WB_3461_SOCIAL_DIMENSIONS_OF_WATER_SUPPLY_AND_SANITATION,Social Dimensions of Water Supply and Sanitation
WB_3462,WB_3462_WATER_AND_INDIGENOUS_AND_VULNERABLE_GROUPS,Water and Indigenous and Vulnerable Groups
WB_3463,WB_3463_WATER_SUPPLY_AND_SANITATION_AND_GENDER,Water Supply and Sanitation and Gender
WB_3464,WB_3464_AFFORDABILITY_AND_WILLINGNESS_TO_PAY_FOR_WATER_AND_SANITATION_SERVICES,Affordability and Willingness to Pay for Water and Sanitation Services
WB_3465,WB_3465_GRIEVANCE_AND_REDRESS_MECHANISMS_IN_WATER_SUPPLY_AND_SANITATION,Grievance and Redress Mechanisms in Water Supply and Sanitation
WB_3466,WB_3466_WATER_AND_EXCRETA-RELATED_DISEASES,Water and Excreta-Related Diseases
WB_3467,WB_3467_WATER_SUPPLY_AND_SANITATION_AND_AGRICULTURE,Water Supply and Sanitation and Agriculture
WB_3468,WB_3468_WATER_SUPPLY_AND_SANITATION_AND_EDUCATION,Water Supply and Sanitation and Education
WB_3469,WB_3469_WATER_SUPPLY_AND_SANITATION_AND_NUTRITION,Water Supply and Sanitation and Nutrition
WB_3470,WB_3470_WATER_SUPPLY_AND_SANITATION_AND_HEALTH,Water Supply and Sanitation and Health
WB_3471,WB_3471_COMMUNITY_MOBILIZATION_FOR_WATER_SUPPLY_AND_SANITATION,Community Mobilization for Water Supply and Sanitation
WB_3472,WB_3472_FINANCE_FOR_WATER_SUPPLY_AND_SANITATION,Finance for Water Supply and Sanitation
WB_3473,WB_3473_WATER_TARIFFS,Water Tariffs
WB_3474,WB_3474_WATER_SUBSIDIES,Water Subsidies
WB_3475,WB_3475_WATER_PUBLIC_EXPENDITURE_REVIEWS,Water Public Expenditure Reviews
WB_3476,WB_3476_FINANCIAL_AND_ECONOMIC_ANALYSIS_OF_WATER_SUPPLY_AND_SANITATION_PROJECTS,Financial and Economic Analysis of Water Supply and Sanitation Projects
WB_3477,WB_3477_PRIVATE_FINANCE_FOR_WATER_SUPPLY_AND_SANITATION,Private Finance for Water Supply and Sanitation
WB_3478,WB_3478_FINANCIAL_SUSTAINABILITY_FOR_WATER_SUPPLY_AND_SANITATION,Financial Sustainability for Water Supply and Sanitation
WB_3479,WB_3479_COST_RECOVERY_FOR_WATER_SUPPLY_AND_SANITATION,Cost Recovery for Water Supply and Sanitation
WB_3480,WB_3480_HEALTH,Health
WB_3481,WB_3481_YELLOW_FEVER,Yellow Fever
WB_3482,WB_3482_ONCHOCERCIASIS,Onchocerciasis
WB_3483,WB_3483_DENGUE_FEVER,Dengue Fever
WB_3484,WB_3484_CANCER_DATA,Cancer Data
WB_3485,WB_3485_CANCER_PLANNING,Cancer Planning
WB_3486,WB_3486_CANCER_DETECTION,Cancer Detection
WB_3487,WB_3487_CANCER_PREVENTION_AND_CARE,Cancer Prevention and Care
WB_3488,WB_3488_CANCER_COSTS_AND_FINANCING,Cancer Costs and Financing
WB_3489,WB_3489_CANCER_GOOD_PRACTICE,Cancer Good Practice
WB_3490,WB_3490_HEALTH_CAUSES_AND_RISK_FACTORS,Health Causes and Risk Factors
WB_3491,WB_3491_AGING,Aging
WB_3492,WB_3492_ROAD_TRAFFIC_INJURY,Road Traffic Injury
WB_3493,WB_3493_OCCUPATIONAL_RISK,Occupational Risk
WB_3494,WB_3494_POVERTY_AND_HEALTH,Poverty and Health
WB_3495,WB_3495_TOBACCO_USE_AND_CONTROL,Tobacco Use and Control
WB_3496,WB_3496_TOBACCO_TAXES,Tobacco Taxes
WB_3497,WB_3497_HIV/AIDS_AND_MULTISECTOR,HIV/AIDS and Multisector
WB_3498,WB_3498_HIV/AIDS_LAWS_AND_POLICIES,HIV/AIDS Laws and Policies
WB_3499,WB_3499_NUTRITION_AND_AIDS,Nutrition and AIDS
WB_350,WB_350_FINANCIAL_INFRASTRUCTURE_AND_REMITTANCES,Financial Infrastructure and Remittances
WB_3500,WB_3500_DISABILITY_AND_AIDS,Disability and AIDS
WB_3501,WB_3501_COMMUNITY_AND_HIV/AIDS,Community and HIV/AIDS
WB_3502,WB_3502_ECONOMICS_OF_AIDS,Economics of AIDS
WB_3503,WB_3503_HIV/AIDS_EPIDEMIC_DATA_AND_ANALYSIS,HIV/AIDS Epidemic Data and Analysis
WB_3504,WB_3504_LOCAL_EPIDEMIC_APPRAISAL,Local Epidemic Appraisal
WB_3505,WB_3505_IBBS,IBBS
WB_3506,WB_3506_HIV/AIDS_MARP,HIV/AIDS MARP
WB_3507,WB_3507_GENDER_AND_AIDS,Gender and AIDS
WB_3508,WB_3508_YOUTH_AND_AIDS,Youth and AIDS
WB_3509,WB_3509_SEX_WORKERS_AND_CLIENTS,Sex Workers and Clients
WB_351,WB_351_PAYMENT_AND_MARKET_INFRASTRUCTURE,Payment and Market Infrastructure
WB_3510,WB_3510_INJECTING_DRUG_USERS,Injecting Drug Users
WB_3511,WB_3511_MSM,MSM
WB_3512,WB_3512_PRISONERS_AND_AIDS,Prisoners and AIDS
WB_3513,WB_3513_MOTHER_TO_CHILD_TRANSMISSION,Mother To Child Transmission
WB_3514,WB_3514_SERO-DISCORDANT_COUPLES,Sero-discordant couples
WB_3515,WB_3515_MIGRANTS_AND_AIDS,Migrants and AIDS
WB_3516,WB_3516_REFUGEES_AND_AIDS,Refugees and AIDS
WB_3517,WB_3517_HIV/AIDS_AND_STRATEGIC_PLANNING,HIV/AIDS and Strategic Planning
WB_3518,WB_3518_OPTIMA,Optima
WB_3519,WB_3519_HIV/AIDS__EFFECTIVENESS,HIV/AIDS  Effectiveness
WB_352,WB_352_GOVERNMENT_PAYMENTS,Government Payments
WB_3520,WB_3520_HIV/AIDS__COSTING,HIV/AIDS  Costing
WB_3521,WB_3521_FINANCING_FOR_HIV/AIDS,Financing for HIV/AIDS
WB_3522,WB_3522_HIV/AIDS_PROJECT_IMPLEMENTATION,HIV/AIDS Project Implementation
WB_3523,WB_3523_HIV/AIDS_EVALUATION,HIV/AIDS Evaluation
WB_3524,WB_3524_HIV_SERVICES,HIV Services
WB_3525,WB_3525_CLINICAL_AND_SUPPORT_SERVICES,Clinical and Support Services
WB_3526,WB_3526_DECENTRALIZATION_AND_INTEGRATION_OF_HIV_SERVICES,Decentralization and Integration of HIV Services
WB_3527,WB_3527_PROGRAMATIC_SUSTAINABILITY,Programatic Sustainability
WB_3528,WB_3528_TECHNOLOGY_FOR_HIV/AIDS,Technology for HIV/AIDS
WB_3529,WB_3529_AIDS_TREATMENT,AIDS Treatment
WB_353,WB_353_PAYMENT_SYSTEMS,Payment Systems
WB_3530,WB_3530_HIV_TESTING,HIV Testing
WB_3531,WB_3531_AIDS_TREATMENT_DRUGS,AIDS Treatment Drugs
WB_3532,WB_3532_HIV/AIDS_TREATMENT_INITIATION,HIV/AIDS Treatment Initiation
WB_3533,WB_3533_HIV/AIDS_TREATMENT_ADHERENCE,HIV/AIDS Treatment Adherence
WB_3534,WB_3534_RETENTION_OF_CARE,Retention of Care
WB_3535,WB_3535_HIV/AIDS_PREVENTION,HIV/AIDS Prevention
WB_3536,WB_3536_CONDOM_USE,Condom Use
WB_3537,WB_3537_MALE_CIRCUMCISION,Male Circumcision
WB_3538,WB_3538_BCC,BCC
WB_3539,WB_3539_PREP,PREP
WB_354,WB_354_SECURITIES_SETTLEMENT_SYSTEMS,Securities Settlement Systems
WB_3540,WB_3540_HARM_REDUCTION,Harm Reduction
WB_3541,WB_3541_BLOOD_SAFETY,Blood Safety
WB_3542,WB_3542_INSTITUTIONAL_SUSTAINABILITY_FOR_HEALTH,Institutional Sustainability for Health
WB_3543,WB_3543_SOCIAL_HEALTH_INSURANCE,Social Health Insurance
WB_3544,WB_3544_COMMUNITY_BASED_HEALTH_INSURANCE,Community Based Health Insurance
WB_3545,WB_3545_HEALTH_INSURANCE_REGULATION,Health Insurance Regulation
WB_3546,WB_3546_HEALTH_INSURER_COMPETITION,Health Insurer Competition
WB_3547,WB_3547_MANDATORY_HEALTH_INSURANCE,Mandatory Health Insurance
WB_3548,WB_3548_VOLUNTARY_HEALTH_INSURANCE,Voluntary Health Insurance
WB_3549,WB_3549_ENROLLEMENT_AND_HEALTH_INSURANCE,Enrollement and Health Insurance
WB_355,WB_355_INTERNATIONAL_REMITTANCES,International Remittances
WB_3550,WB_3550_DIRECT_SUBSIDIES,Direct Subsidies
WB_3551,WB_3551_SUBSIDIES_TARGETING,Subsidies Targeting
WB_3552,WB_3552_CONDITIONAL_CASH_TRANSFERS,Conditional Cash Transfers
WB_3553,WB_3553_VOUCHERS,Vouchers
WB_3554,WB_3554_PURCHASING_IN_HEALTH,Purchasing in Health
WB_3555,WB_3555_PROCUREMENT_IN_HEALTH,Procurement in Health
WB_3557,WB_3557_COSTING_OF_HEALTH_BENEFITS,Costing of Health Benefits
WB_3558,WB_3558_HEALTH_TECHNOLOGY_ASSESSMENT,Health Technology Assessment
WB_3559,WB_3559_PURCHASER-PROVIDER_SPLIT,Purchaser-provider Split
WB_356,WB_356_COLLATERAL_REGISTRIES,Collateral Registries
WB_3560,WB_3560_PURCHASER_COMPETITION,Purchaser Competition
WB_3561,WB_3561_PROVIDER_COMPETITION,Provider Competition
WB_3562,WB_3562_CONTRACTING_FOR_HEALTH,Contracting for Health
WB_3563,WB_3563_ACCREDITATION_IN_HEALTH,Accreditation in Health
WB_3564,WB_3564_GOVERNMENT_FINANCING_FOR_HEALTH,Government Financing for Health
WB_3565,WB_3565_FISCAL_MONITORING,Fiscal Monitoring
WB_3566,WB_3566_NATIONAL_HEALTH_ACCOUNTS,National Health Accounts
WB_3567,WB_3567_EARMARKING,Earmarking
WB_3568,WB_3568_FEE_FOR_SERVICE,Fee for Service
WB_3569,WB_3569_FINANCIAL_PROTECTION_AND_HEALTH,Financial Protection and Health
WB_357,WB_357_CREDIT_REPORTING,Credit Reporting
WB_3570,WB_3570_IMPOVERSHING_EXPENDITURES,Impovershing Expenditures
WB_3571,WB_3571_CATASTROPHIC_EXPENDITURES,Catastrophic Expenditures
WB_3572,WB_3572_POOLING_AND_HEALTH_FINANCING,Pooling and Health Financing
WB_3573,WB_3573_FRAGMENTATION_AND_HEALTH_FINANCING,Fragmentation and Health Financing
WB_3574,WB_3574_CROSS-SUBSIDIES,Cross-Subsidies
WB_3575,WB_3575_EFFICIENCY_AND_HEALTH,Efficiency and Health
WB_3576,WB_3576_HEALTH_FINANCING_SYSTEM,Health Financing System
WB_3577,WB_3577_REVENUE_MOBILIZATION_AND_HEALTH,Revenue Mobilization and Health
WB_3578,WB_3578_INNOVATIVE_FINANCING,Innovative Financing
WB_3579,WB_3579_DEVELOPMENT_ASSISTANCE_FOR_HEALTH,Development Assistance for Health
WB_358,WB_358_RETAIL_PAYMENTS,Retail Payments
WB_3580,WB_3580_HEALTH_INFORMATION_SYSTEM,Health Information System
WB_3581,WB_3581_CLINICAL_INFORMATION,Clinical Information
WB_3582,WB_3582_INSURANCE_INFORMATION_SYSTEM,Insurance Information System
WB_3583,WB_3583_DISEASE_REPORTING_AND_REGISTRIES,Disease Reporting and Registries
WB_3584,WB_3584_CONTRACTING_HEALTH_WORKERS,Contracting Health Workers
WB_3585,WB_3585_LICENSING_AND_ACCREDIDATION_OF_EDUCATIONAL_INSTITUTES,Licensing and Accredidation of Educational Institutes
WB_3586,WB_3586_HEALTH_CARE_MANAGERS,Health Care Managers
WB_3587,WB_3587_COMMUNITY_HEALTH_WORKERS,Community Health Workers
WB_3588,WB_3588_NURSES_AND_MIDWIVES,Nurses and Midwives
WB_3589,WB_3589_TRADITIONAL_HEALERS,Traditional Healers
WB_359,WB_359_E-MONEY,E-money
WB_3590,WB_3590_HEALTH_LABOR_MARKET,Health Labor Market
WB_3591,WB_3591_POLICY,Policy
WB_3592,WB_3592_AUTONOMY_OF_HEALTH_FACILITIES,Autonomy of Health Facilities
WB_3593,WB_3593_DECENTRALIZATION_IN_HEALTH,Decentralization in Health
WB_3594,WB_3594_INTEGRATION_OF_HEALTH_SERVICES,Integration of Health Services
WB_3595,WB_3595_MANAGEMENT_OF_HEALTH_SERVICES,Management of Health Services
WB_3596,WB_3596_LEVELS_OF_CARE,Levels of Care
WB_3597,WB_3597_HOSPITALS,Hospitals
WB_3598,WB_3598_HOSPITAL_ACCREDATION,Hospital Accredation
WB_3599,WB_3599_HEALTH_INFRASTRUCTURE,Health Infrastructure
WB_3600,WB_3600_ACCREDATION_OF_HEALTH_PROVIDER,Accredation of Health Provider
WB_3601,WB_3601_SPECIALIZED_SERVICES,Specialized Services
WB_3602,WB_3602_CANCER_CARE,Cancer Care
WB_3603,WB_3603_CARDIOLOGY,Cardiology
WB_3604,WB_3604_DENTAL_CARE,Dental Care
WB_3605,WB_3605_DERMATOLOGY,Dermatology
WB_3606,WB_3606_EAR,Ear
WB_3607,WB_3607_INTERNAL_MEDICINE,Internal Medicine
WB_3608,WB_3608_NEPHROLOGY,Nephrology
WB_3609,WB_3609_NEUROLOGY,Neurology
WB_3610,WB_3610_GYNECOLOGY,Gynecology
WB_3611,WB_3611_OPTHAMOLOGY,Opthamology
WB_3612,WB_3612_PEDIATRICS,Pediatrics
WB_3613,WB_3613_PSYCHIATRY,Psychiatry
WB_3614,WB_3614_RADIOLOGY,Radiology
WB_3615,WB_3615_REHABILITATION,Rehabilitation
WB_3616,WB_3616_SURGERY,Surgery
WB_3617,WB_3617_CONDOMS,Condoms
WB_3618,WB_3618_REGULATION_OF_PHARMACEUTICAL_MANUFACTURING,Regulation of Pharmaceutical Manufacturing
WB_3619,WB_3619_GOOD_MANUFACTURING_PRACTICES,Good Manufacturing Practices
WB_362,WB_362_SECURED_TRANSACTIONS_SYSTEMS,Secured Transactions Systems
WB_3620,WB_3620_PHARMACEUTICAL_TRADE,Pharmaceutical Trade
WB_3621,WB_3621_PROCUREMENT_OF_MEDICAL_EQUIPMENT_AND_SUPPLIES,Procurement of Medical Equipment and Supplies
WB_3622,WB_3622_FINANCING_OF_MEDICAL_EQUIPMENT_AND_SUPPLIES,Financing of Medical Equipment and Supplies
WB_3623,WB_3623_MAINTENANCE_OF_MEDICAL_EQUIPMENT_AND_SUPPLIES,Maintenance of Medical Equipment and Supplies
WB_3624,WB_3624_RATIONAL_USE_OF_MEDICAL_EQUIPMENT_AND_SUPPLIES,Rational Use of Medical Equipment and Supplies
WB_3625,WB_3625_DIAGNOSTICS,Diagnostics
WB_3626,WB_3626_FINANCING_OF_HEALTH_TECHNOLOGIES,Financing of Health Technologies
WB_3627,WB_3627_ECONOMIC_IMPACT_OF_BREASTFEEDING,Economic Impact of Breastfeeding
