GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,Action_Geo_FeatureID,DATEADDED,SOURCEURL
,,,,,,,,,Salar,Reformed Church,Reformed Church,,,,,,,,Salar,Reformed Church,Reformed Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Slovenes,Restoration Movement,Restoration Movement,,,,,,,,Slovenes,Restoration Movement,Restoration Movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sami,Churches of Christ (mainline),Churches of Christ (mainline),,,,,,,,Sami,Churches of Christ (mainline),Churches of Christ (mainline),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Samoans,Disciples of Christ   a.k.a.  Christian Church,Disciples of Christ   a.k.a.  Christian Church,,,,,,,,Samoans,Disciples of Christ   a.k.a.  Christian Church,Disciples of Christ   a.k.a.  Christian Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Shona,Independent Christian Churches/Churches of  Christ,Independent Christian Churches/Churches of  Christ,,,,,,,,Shona,Independent Christian Churches/Churches of  Christ,Independent Christian Churches/Churches of  Christ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sindhi,International Churches of Christ,International Churches of Christ,,,,,,,,Sindhi,International Churches of Christ,International Churches of Christ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Soninke,united and uniting churches,united and uniting churches,,,,,,,,Soninke,united and uniting churches,united and uniting churches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Somali,China Christian Council,China Christian Council,,,,,,,,Somali,China Christian Council,China Christian Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Songhai,Church of Christ in Thailand,Church of Christ in Thailand,,,,,,,,Songhai,Church of Christ in Thailand,Church of Christ in Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sotho,Church of North India,Church of North India,,,,,,,,Sotho,Church of North India,Church of North India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Spanish,Church of Pakistan,Church of Pakistan,,,,,,,,Spanish,Church of Pakistan,Church of Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sardinian,Church of South India,Church of South India,,,,,,,,Sardinian,Church of South India,Church of South India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sranan Tongo,Evangelical Church in Germany,Evangelical Church in Germany,,,,,,,,Sranan Tongo,Evangelical Church in Germany,Evangelical Church in Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Serbs,Evangelical Free Church,Evangelical Free Church,,,,,,,,Serbs,Evangelical Free Church,Evangelical Free Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Serer,Indonesia Christian Church    a.k.a.  Gereja Kristen Indonesia,Indonesia Christian Church    a.k.a.  Gereja Kristen Indonesia,,,,,,,,Serer,Indonesia Christian Church    a.k.a.  Gereja Kristen Indonesia,Indonesia Christian Church    a.k.a.  Gereja Kristen Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Serer,International Council of Community Churches,International Council of Community Churches,,,,,,,,Serer,International Council of Community Churches,International Council of Community Churches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Swazi,Protestant Church in the Netherlands,Protestant Church in the Netherlands,,,,,,,,Swazi,Protestant Church in the Netherlands,Protestant Church in the Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sui,Union of Waldensian and Methodist Churches,Union of Waldensian and Methodist Churches,,,,,,,,Sui,Union of Waldensian and Methodist Churches,Union of Waldensian and Methodist Churches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sukama,United Church in Jamaica and the Cayman Islands,United Church in Jamaica and the Cayman Islands,,,,,,,,Sukama,United Church in Jamaica and the Cayman Islands,United Church in Jamaica and the Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sunni,United Church in Papua New Guinea and the Solomon Islands,United Church in Papua New Guinea and the Solomon Islands,,,,,,,,Sunni,United Church in Papua New Guinea and the Solomon Islands,United Church in Papua New Guinea and the Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Susu,United Church of Canada,United Church of Canada,,,,,,,,Susu,United Church of Canada,United Church of Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Swahili,United Church of Christ,United Church of Christ,,,,,,,,Swahili,United Church of Christ,United Church of Christ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Swedes,United Church of Christ in Japan    a.k.a.  Nihon Kirisuto Kyodan,United Church of Christ in Japan    a.k.a.  Nihon Kirisuto Kyodan,,,,,,,,Swedes,United Church of Christ in Japan    a.k.a.  Nihon Kirisuto Kyodan,United Church of Christ in Japan    a.k.a.  Nihon Kirisuto Kyodan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Swiss French,United Church of Christ in the  Philippines,United Church of Christ in the  Philippines,,,,,,,,Swiss French,United Church of Christ in the  Philippines,United Church of Christ in the  Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Swiss Italian,United Free Church of Scotland,United Free Church of Scotland,,,,,,,,Swiss Italian,United Free Church of Scotland,United Free Church of Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tabasaran,United Reformed Church,United Reformed Church,,,,,,,,Tabasaran,United Reformed Church,United Reformed Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tahitian,Uniting Church in Australia,Uniting Church in Australia,,,,,,,,Tahitian,Uniting Church in Australia,Uniting Church in Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tai,"otherwise excluded denominations, associations, churches or movements","otherwise excluded denominations, associations, churches or movements",,,,,,,,Tai,"otherwise excluded denominations, associations, churches or movements","otherwise excluded denominations, associations, churches or movements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tamil,American Evangelical Christian Churches,American Evangelical Christian Churches,,,,,,,,Tamil,American Evangelical Christian Churches,American Evangelical Christian Churches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Taoist,Apostolic Christian Church of   America,Apostolic Christian Church of   America,,,,,,,,Taoist,Apostolic Christian Church of   America,Apostolic Christian Church of   America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tatars,Association of Vineyard  Churches,Association of Vineyard  Churches,,,,,,,,Tatars,Association of Vineyard  Churches,Association of Vineyard  Churches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tawahka,Born Again Movement   a.k.a. Word of Life Church/Movement,Born Again Movement   a.k.a. Word of Life Church/Movement,,,,,,,,Tawahka,Born Again Movement   a.k.a. Word of Life Church/Movement,Born Again Movement   a.k.a. Word of Life Church/Movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tay,British New Church Movement,British New Church Movement,,,,,,,,Tay,British New Church Movement,British New Church Movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Telugu,Brunstad Christian Church,Brunstad Christian Church,,,,,,,,Telugu,Brunstad Christian Church,Brunstad Christian Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Temne,Calvary Chapel,Calvary Chapel,,,,,,,,Temne,Calvary Chapel,Calvary Chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Terenan,"Charismatic Episcopal Church   (not an offshoot of Anglicanism, but mostly uses its doctrines and   materials)","Charismatic Episcopal Church   (not an offshoot of Anglicanism, but mostly uses its doctrines and   materials)",,,,,,,,Terenan,"Charismatic Episcopal Church   (not an offshoot of Anglicanism, but mostly uses its doctrines and   materials)","Charismatic Episcopal Church   (not an offshoot of Anglicanism, but mostly uses its doctrines and   materials)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Teso,Christian World Liberation Front   a.k.a. the Spiritual Counterfeits Project,Christian World Liberation Front   a.k.a. the Spiritual Counterfeits Project,,,,,,,,Teso,Christian World Liberation Front   a.k.a. the Spiritual Counterfeits Project,Christian World Liberation Front   a.k.a. the Spiritual Counterfeits Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tetum,Community of Jesus,Community of Jesus,,,,,,,,Tetum,Community of Jesus,Community of Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tajik,Followers of Christ Church,Followers of Christ Church,,,,,,,,Tajik,Followers of Christ Church,Followers of Christ Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tagalog,Great Commission church movement,Great Commission church movement,,,,,,,,Tagalog,Great Commission church movement,Great Commission church movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Thai,Greater Grace World Outreach,Greater Grace World Outreach,,,,,,,,Thai,Greater Grace World Outreach,Greater Grace World Outreach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tibetan,Independent Fundamental Churches of America,Independent Fundamental Churches of America,,,,,,,,Tibetan,Independent Fundamental Churches of America,Independent Fundamental Churches of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tigre,Jews for Jesus,Jews for Jesus,,,,,,,,Tigre,Jews for Jesus,Jews for Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tigray-Tigrinya,Moody Church,Moody Church,,,,,,,,Tigray-Tigrinya,Moody Church,Moody Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tiv,Most Holy Church of God in Christ Jesus,Most Holy Church of God in Christ Jesus,,,,,,,,Tiv,Most Holy Church of God in Christ Jesus,Most Holy Church of God in Christ Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tokelauan,New Apostolic Church,New Apostolic Church,,,,,,,,Tokelauan,New Apostolic Church,New Apostolic Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tlingit,New Life Fellowship,New Life Fellowship,,,,,,,,Tlingit,New Life Fellowship,New Life Fellowship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tuareg,"The Christian Community  a.k.a. Christian Community Church, Christengemeinschaft","The Christian Community  a.k.a. Christian Community Church, Christengemeinschaft",,,,,,,,Tuareg,"The Christian Community  a.k.a. Christian Community Church, Christengemeinschaft","The Christian Community  a.k.a. Christian Community Church, Christengemeinschaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tama,True Jesus Church,True Jesus Church,,,,,,,,Tama,True Jesus Church,True Jesus Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tonga (Africa),United Church of Christ,United Church of Christ,,,,,,,,Tonga (Africa),United Church of Christ,United Church of Christ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tonga (Pacific),Christian groups with racial theologies,Christian groups with racial theologies,,,,,,,,Tonga (Pacific),Christian groups with racial theologies,Christian groups with racial theologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tooro,British Israelism   a.k.a. Anglo-Israelism,British Israelism   a.k.a. Anglo-Israelism,,,,,,,,Tooro,British Israelism   a.k.a. Anglo-Israelism,British Israelism   a.k.a. Anglo-Israelism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Toubou,Anglo-Saxon Federation of  America,Anglo-Saxon Federation of  America,,,,,,,,Toubou,Anglo-Saxon Federation of  America,Anglo-Saxon Federation of  America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tok Pisin,Christian Identity,Christian Identity,,,,,,,,Tok Pisin,Christian Identity,Christian Identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Transnistrians,Aryan Nations Church,Aryan Nations Church,,,,,,,,Transnistrians,Aryan Nations Church,Aryan Nations Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tripuri,Assembly of Christian  Soldiers,Assembly of Christian  Soldiers,,,,,,,,Tripuri,Assembly of Christian  Soldiers,Assembly of Christian  Soldiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ternate,Christian Identity Church,Christian Identity Church,,,,,,,,Ternate,Christian Identity Church,Christian Identity Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tsimshian,Church of Israel,Church of Israel,,,,,,,,Tsimshian,Church of Israel,Church of Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tswana,"The Covenant, the Sword, and the Arm of the  Lord","The Covenant, the Sword, and the Arm of the  Lord",,,,,,,,Tswana,"The Covenant, the Sword, and the Arm of the  Lord","The Covenant, the Sword, and the Arm of the  Lord",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tsonga,fundamentalist Christian,fundamentalist Christian,,,,,,,,Tsonga,fundamentalist Christian,fundamentalist Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tutsi,syncretic Christianity,syncretic Christianity,,,,,,,,Tutsi,syncretic Christianity,syncretic Christianity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tujia,Messianic Jews,Messianic Jews,,,,,,,,Tujia,Messianic Jews,Messianic Jews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Turkmen,Union of Messianic Jewish  Congregations,Union of Messianic Jewish  Congregations,,,,,,,,Turkmen,Union of Messianic Jewish  Congregations,Union of Messianic Jewish  Congregations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tumbuka,Native American Church,Native American Church,,,,,,,,Tumbuka,Native American Church,Native American Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tupi,Sacred Name Movement   a.k.a. Yahwehism,Sacred Name Movement   a.k.a. Yahwehism,,,,,,,,Tupi,Sacred Name Movement   a.k.a. Yahwehism,Sacred Name Movement   a.k.a. Yahwehism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Turkish,Assemblies of the Called Out Ones of   Yah_,Assemblies of the Called Out Ones of   Yah_,,,,,,,,Turkish,Assemblies of the Called Out Ones of   Yah_,Assemblies of the Called Out Ones of   Yah_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Mongour,Assemblies of Yahweh,Assemblies of Yahweh,,,,,,,,Mongour,Assemblies of Yahweh,Assemblies of Yahweh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tuvaluans,Yahwehs Assembly in Messiah,Yahwehs Assembly in Messiah,,,,,,,,Tuvaluans,Yahwehs Assembly in Messiah,Yahwehs Assembly in Messiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ashanti,Yahweh_s Assembly in Yahshua,Yahweh_s Assembly in Yahshua,,,,,,,,Ashanti,Yahweh_s Assembly in Yahshua,Yahweh_s Assembly in Yahshua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Taiwanese,Yahweh_s Restoration Ministry,Yahweh_s Restoration Ministry,,,,,,,,Taiwanese,Yahweh_s Restoration Ministry,Yahweh_s Restoration Ministry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Tuvans,Yahweh_s Philadelphia Truth Congregation,Yahweh_s Philadelphia Truth Congregation,,,,,,,,Tuvans,Yahweh_s Philadelphia Truth Congregation,Yahweh_s Philadelphia Truth Congregation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Udmurt,Spiritual Baptist,Spiritual Baptist,,,,,,,,Udmurt,Spiritual Baptist,Spiritual Baptist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Uyghur,Uniao do Vegetal,Uniao do Vegetal,,,,,,,,Uyghur,Uniao do Vegetal,Uniao do Vegetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ukranian,Confucianism,Confucianism,,,,,,,,Ukranian,Confucianism,Confucianism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Southern Mbundu,Neo-Confucianism (or CON100) ,Neo-Confucianism (or CON100) ,,,,,,,,Southern Mbundu,Neo-Confucianism (or CON100) ,Neo-Confucianism (or CON100) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Undetermined,New Confucianism,New Confucianism,,,,,,,,Undetermined,New Confucianism,New Confucianism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Urdu,Hinduism,Hinduism,,,,,,,,Urdu,Hinduism,Hinduism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Uzbeks,ecumenical Hindu movements ,ecumenical Hindu movements ,,,,,,,,Uzbeks,ecumenical Hindu movements ,ecumenical Hindu movements ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Va,Hindu Aikya Vedi,Hindu Aikya Vedi,,,,,,,,Va,Hindu Aikya Vedi,Hindu Aikya Vedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vai,Hindu Forum of Britain ,Hindu Forum of Britain ,,,,,,,,Vai,Hindu Forum of Britain ,Hindu Forum of Britain ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Venda,Vishva Hindu Parishad,Vishva Hindu Parishad,,,,,,,,Venda,Vishva Hindu Parishad,Vishva Hindu Parishad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vietnamese,Malaysia Hindudharma Mamandram ,Malaysia Hindudharma Mamandram ,,,,,,,,Vietnamese,Malaysia Hindudharma Mamandram ,Malaysia Hindudharma Mamandram ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vili,Rashtriya Swayamsevak Sangh ,Rashtriya Swayamsevak Sangh ,,,,,,,,Vili,Rashtriya Swayamsevak Sangh ,Rashtriya Swayamsevak Sangh ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Venezuelan,Sanatan Sanstha,Sanatan Sanstha,,,,,,,,Venezuelan,Sanatan Sanstha,Sanatan Sanstha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Votes,Hindu Munnani (_of Tamilnadu_) ,Hindu Munnani (_of Tamilnadu_) ,,,,,,,,Votes,Hindu Munnani (_of Tamilnadu_) ,Hindu Munnani (_of Tamilnadu_) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Wakashan,Hindu  Youth Network,Hindu  Youth Network,,,,,,,,Wakashan,Hindu  Youth Network,Hindu  Youth Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Welayta,Hinduism by school of astika (orthodox) philosophies ,Hinduism by school of astika (orthodox) philosophies ,,,,,,,,Welayta,Hinduism by school of astika (orthodox) philosophies ,Hinduism by school of astika (orthodox) philosophies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Waray,Mimamsa,Mimamsa,,,,,,,,Waray,Mimamsa,Mimamsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Washoe,Nyaya-Vaisheshika (inc. either of the parts separately) ,Nyaya-Vaisheshika (inc. either of the parts separately) ,,,,,,,,Washoe,Nyaya-Vaisheshika (inc. either of the parts separately) ,Nyaya-Vaisheshika (inc. either of the parts separately) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Welsch,Samkhya,Samkhya,,,,,,,,Welsch,Samkhya,Samkhya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Welsh,Vedanta,Vedanta,,,,,,,,Welsh,Vedanta,Vedanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Sorbs,Advaita Vedanta ,Advaita Vedanta ,,,,,,,,Sorbs,Advaita Vedanta ,Advaita Vedanta ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Whites,Vishishtadvaita ,Vishishtadvaita ,,,,,,,,Whites,Vishishtadvaita ,Vishishtadvaita ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Walloons,Dvaita ,Dvaita ,,,,,,,,Walloons,Dvaita ,Dvaita ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Wolof,Dvaitadvaita ,Dvaitadvaita ,,,,,,,,Wolof,Dvaitadvaita ,Dvaitadvaita ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Kalmyk,Shuddhadvaita,Shuddhadvaita,,,,,,,,Kalmyk,Shuddhadvaita,Shuddhadvaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Xhosa,Achintya Bhedabheda,Achintya Bhedabheda,,,,,,,,Xhosa,Achintya Bhedabheda,Achintya Bhedabheda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Xibe,Purnadvaita a.k.a. Integral Advaita ,Purnadvaita a.k.a. Integral Advaita ,,,,,,,,Xibe,Purnadvaita a.k.a. Integral Advaita ,Purnadvaita a.k.a. Integral Advaita ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Xinca,Yoga,Yoga,,,,,,,,Xinca,Yoga,Yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Yao,Bhakti Yoga ,Bhakti Yoga ,,,,,,,,Yao,Bhakti Yoga ,Bhakti Yoga ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Yapese,Hanuman Foundation ,Hanuman Foundation ,,,,,,,,Yapese,Hanuman Foundation ,Hanuman Foundation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Yoruba,Hatha Yoga,Hatha Yoga,,,,,,,,Yoruba,Hatha Yoga,Hatha Yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Yupik,Jnana Yoga ,Jnana Yoga ,,,,,,,,Yupik,Jnana Yoga ,Jnana Yoga ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Yugur,Karma Yoga ,Karma Yoga ,,,,,,,,Yugur,Karma Yoga ,Karma Yoga ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Zaghawa,Kriya Yoga,Kriya Yoga,,,,,,,,Zaghawa,Kriya Yoga,Kriya Yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Zapotec,Self-Realization Fellowship ,Self-Realization Fellowship ,,,,,,,,Zapotec,Self-Realization Fellowship ,Self-Realization Fellowship ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Zaidiyya,Yogoda Satsanga Society of India ,Yogoda Satsanga Society of India ,,,,,,,,Zaidiyya,Yogoda Satsanga Society of India ,Yogoda Satsanga Society of India ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Zenaga,Natya Yoga,Natya Yoga,,,,,,,,Zenaga,Natya Yoga,Natya Yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Zhuang,Purna Yoga a.k.a. Integral Yoga ,Purna Yoga a.k.a. Integral Yoga ,,,,,,,,Zhuang,Purna Yoga a.k.a. Integral Yoga ,Purna Yoga a.k.a. Integral Yoga ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Azande,Aurobindo Ashrama,Aurobindo Ashrama,,,,,,,,Azande,Aurobindo Ashrama,Aurobindo Ashrama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Zomi,Raja Yoga,Raja Yoga,,,,,,,,Zomi,Raja Yoga,Raja Yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Zoroastrians,named Yogic organizations ,named Yogic organizations ,,,,,,,,Zoroastrians,named Yogic organizations ,named Yogic organizations ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
