Type,Code,Name,Description
Topic,WB_3027_GENDER_AND_MACROECONOMIC_POLICIES,Gender and Macroeconomic Policies,
Topic,WB_3028_GENDER_AND_URBAN_DEVELOPMENT,Gender and Urban Development,
Topic,WB_3029_GENDER_AND_DISASTER_RISK_MANAGEMENT,Gender and Disaster Risk Management,
Topic,WB_3030_MACROECONOMICS_OF_CONFLICT_AND_FRAGILITY,Macroeconomics of Conflict and Fragility,
Topic,WB_3031_DIVERSIFIED_DEVELOPMENT,Diversified Development,
Topic,WB_3032_MIC_TRAPS,MIC Traps,
Topic,WB_3033_ENVIRONMENTALLY_SUSTAINABLE_GROWTH,Environmentally Sustainable Growth,
Topic,WB_3034_COMMODITY_AND_RESOURCE_PRICES,Commodity and Resource Prices,
Topic,WB_3035_STATE_SECURITY_ACTORS,State Security Actors,
Topic,WB_3036_MILITARY,Military,
Topic,WB_3037_WEAPONS,Weapons,
Topic,WB_3038_NUCLEAR_WEAPONS,Nuclear Weapons,
Topic,WB_3039_HUMANITARIAN_AID,Humanitarian Aid,
Topic,WB_3040_LANDMINES,Landmines,
Topic,WB_3041_CRIME,Crime,
Topic,WB_3042_AIR_STRIKE,Air Strike,
Topic,WB_3043_SUICIDE_ATTACK,Suicide Attack,
Topic,WB_3044_SUICIDE_BOMBING,Suicide Bombing,
Topic,WB_3045_SUICIDE_CAR_BOMBING,Suicide Car Bombing,
Topic,WB_3046_HOMICIDE,Homicide,
Topic,WB_3047_KIDNAPPING,Kidnapping,
Topic,WB_3048_HOSTAGE_TAKING,Hostage Taking,
Topic,WB_3049_ELECTRONIC_PASSPORT,Electronic Passport,
Topic,WB_3050_MACHINE_READABLE_TRAVEL_DOCUMENT,Machine Readable Travel Document,
Topic,WB_3051_ELECTRONIC_IDENTITY_ENABLED_SERVICES,Electronic Identity Enabled Services,
Topic,WB_3052_CIVIL_SERVICE_REGISTRY,Civil Service Registry,
Topic,WB_3053_PUBLIC_EMPLOYMENT_REGISTRY,Public Employment Registry,
Topic,WB_3054_CIVIL_SERVANT_REGISTRY,Civil Servant Registry,
Topic,WB_3055_MOBILE_OPEN_GOVERNMENT_APPLICATION,Mobile Open Government Application,
Topic,WB_3056_E-GOVERNMENT_SERVICES_FOR_CITIZENS,e-government services for citizens,
Topic,WB_3057_E-GOVERNMENT_SERVICES_FOR_BUSINESS,e-government services for business,
Topic,WB_3058_E-GOVERNMENT_SERVICES_FOR_GOVERNMENTS,e-government services for governments,
Topic,WB_3059_MOBILE_E-SERVICES_APPLICATIONS,Mobile e-services Applications,
Topic,WB_3060_GOVERNMENT_ELECTRONIC_FUNDS_TRANSFER,Government Electronic Funds Transfer,
Topic,WB_3061_HOSPITAL_INFORMATION_SYSTEM,Hospital Information System,
Topic,WB_3062_SUBSISTENCE_INFORMATION_SYSTEM,Subsistence Information System,
Topic,WB_3063_HIGHWAY_MANAGEMENT_SYSTEM,highway management system,
Topic,WB_3064_URBAN_TRANSPORT_SYSTEM,Urban Transport System,
Topic,WB_3065_CITY_PLANNING_SYSTEMS,City Planning Systems,
Topic,WB_3066_REVENUE_ADMINISTRATION_SYSTEMS,Revenue Administration Systems,
Topic,WB_3067_DEBT_MANAGEMENT_SYSTEM,Debt Management System,
Topic,WB_3068_PUBLIC_INVESTMENT_PLANNING_SYSTEM,Public Investment Planning System,
Topic,WB_3069_BUDGET_EXECUTION_SYSTEM,Budget Execution System,
Topic,WB_3072_UNIQUE_IDENTIFIER,Unique Identifier,
Topic,WB_3073_RADIO-FREQUENCY_IDENTIFICATION,Radio-Frequency Identification,
Topic,WB_3074_NEAR-FIELD_COMMUNICATIONS,Near-field communications,
Topic,WB_3075_MACHINE-TO-MACHINE,Machine-to-Machine,
Topic,WB_3076_DATA_MINING,Data Mining,
Topic,WB_3077_WEB_PORTAL,Web Portal,
Topic,WB_3078_DIGITIZATION,Digitization,
Topic,WB_3079_ICT_RECORDS_MANAGEMENT,ICT Records Management,
Topic,WB_3080_CUSTOMER_RELATIONSHIP_MANAGEMENT,Customer Relationship Management,
Topic,WB_3081_ENTERPRISE_RELATIONSHIP_MANAGEMENT,Enterprise Relationship Management,
Topic,WB_3082_DATA_PROTECTION_LAW,Data Protection Law,
Topic,WB_3083_DIAL-UP,Dial-Up,
Topic,WB_3084_BACKHAUL,Backhaul,
Topic,WB_3085_INTERNATIONAL_CONNECTIVITY,International Connectivity,
Topic,WB_3086_SUBMARINE_CABLE,Submarine Cable,
Topic,WB_3087_OPTICAL_CABLE,Optical Cable,
Topic,WB_3088_DARK_FIBER,Dark Fiber,
Topic,WB_3089_COPPER_LINE,Copper Line,
Topic,WB_3090_DIGITAL_SUBSCRIBER_LINE,Digital Subscriber Line,
Topic,WB_3091_COLLOCATION,Collocation,
Topic,WB_3092_MOBILE_PHONE,Mobile Phone,
Topic,WB_3093_SMART_PHONE,Smart Phone,
Topic,WB_3094_ICT_CONVERGENCE,ICT Convergence,
Topic,WB_3095_MOBILE_ID_APPLICATIONS,Mobile ID Applications,
Topic,WB_3096_MOBILE_ID,Mobile ID,
Topic,WB_3097_PUBLIC_ACCOUNTING_SYSTEM,Public Accounting System,
Topic,WB_3098_ACCOUNTS_PAYABLE_SYSTEM,Accounts Payable System,
Topic,WB_3099_ACCOUNTS_RECEIVABLE_SYSTEM,Accounts Receivable System,
Topic,WB_3100_FINANCIAL_REPORTING_SYSTEM,Financial Reporting System,
Topic,WB_3102_DEFLATION,Deflation,
Topic,WB_3103_MACROECONOMICS_AND_ENVIRONMENTAL_SUSTAINABILITY,Macroeconomics and Environmental Sustainability,
Topic,WB_3104_GOVERNANCE_AND_GROWTH,Governance and Growth,
Topic,WB_3105_GENDER_AND_GROWTH,Gender and Growth,
Topic,WB_3106_TAX_INCIDENCE,Tax Incidence,
Topic,WB_3107_SUBNATIONAL_CREDITWORTHINESS,Subnational Creditworthiness,
Topic,WB_3108_MACROECONOMIC_MODELLING_AND_STATISTICS,Macroeconomic Modelling and Statistics,
Topic,WB_3109_VAR'S_AND_SINGLE_EQUATION_TECHNIQUES,VAR's and Single Equation Techniques,
Topic,WB_3110_COMPUTABLE_GENERAL_EQUILIBRIUM_MODELING,Computable General Equilibrium Modeling,
Topic,WB_3111_DYNAMIC_COMPUTABLE_GENERAL_EQUILIBRIUM,Dynamic Computable General Equilibrium,
Topic,WB_3113_GTAP,GTAP,
Topic,WB_3114_MAMS,MAMS,
Topic,WB_3115_OTHER_SINGLE_COUNTRY_CGE_MODELS,Other Single Country CGE Models,
Topic,WB_3116_STATIC_COMPUTABLE_GENERAL_EQUILIBRIUM,Static Computable General Equilibrium,
Topic,WB_3117_DYNAMIC_STOCHASTIC_GENERAL_EQUILIBRIUM_MODELS,Dynamic Stochastic General Equilibrium Models,
Topic,WB_3118_SINGLE_COUNTRY_MODELS,Single Country Models,
Topic,WB_3119_STRUCTURAL_MACROECONOMETRIC_MODELS,Structural Macroeconometric Models,
Topic,WB_312_INTERNATIONAL_FINANCIAL_STANDARDS,International Financial Standards,
Topic,WB_3120_MFMOD,MFMod,
Topic,WB_3121_NATIONAL_ACCOUNTING,National Accounting,
Topic,WB_3122_REBASING,Rebasing,
Topic,WB_3123_STATISTICAL_SURVEYS,Statistical Surveys,
Topic,WB_3124_PRICE_SURVEYS,Price Surveys,
Topic,WB_3126_HYPOTENSION_,Hypotension ,
Topic,WB_3127_INSPECTIONS_FOR_BUSINESS,Inspections for Business,
Topic,WB_3128_LICENSING_AND_PERMITS_FOR_BUSINESSES,Licensing and Permits for Businesses,
Topic,WB_3129_STANDARDS_AND_NATIONAL_QUALITY_INFRASTRUCTURES,Standards and National Quality Infrastructures,
Topic,WB_313_INTEGRITY_AND_ANTI-CORRUPTION,Integrity and Anti-Corruption,
Topic,WB_3130_RISK_BASED_APPROACHES,Risk Based Approaches,
Topic,WB_3131_REGULATORY_GOVERNANCE_AND_TRANSPARANCY,Regulatory Governance and Transparancy,
Topic,WB_3132_TRAINING_AND_CAPACITY_DEVELOPMENT,Training and Capacity Development,
Topic,WB_3133_SECTOR_AND_POLICY_REGULATORY_REFORMS,Sector and Policy Regulatory Reforms,
Topic,WB_3134_SUSTAINABLE_DEVELOPMENT_GOALS,Sustainable Development Goals,
Topic,WB_3135_EMERGING_MARKET_TRENDS,Emerging Market Trends,
Topic,WB_3136_SOUTH-SOUTH_COOPERATION,South-South Cooperation,
Topic,WB_3137_SOUTH-SOUTH_INVESTMENT,South-South Investment,
Topic,WB_3138_NATURAL_DISASTER,Natural Disaster,
Topic,WB_3139_EXTRATERRESTRIAL_EVENT,Extraterrestrial Event,
Topic,WB_314_ANTI-MONEY_LAUNDERING_AND_COMBATING_THE_FINANCING_OF_TERRORISM,Anti-Money Laundering and Combating the Financing of Terrorism,
Topic,WB_3140_EXTRATERRESTRIAL_IMPACT,Extraterrestrial Impact,
Topic,WB_3141_AIRBURST,Airburst,
Topic,WB_3142_EXTRATERRESTRIAL_COLLISION,Extraterrestrial Collision,
Topic,WB_3143_RADIO_DISTURBANCE,Radio Disturbance,
Topic,WB_3144_EXTRATERRESTRIAL_SHOCKWAVE,Extraterrestrial Shockwave,
Topic,WB_3145_SPACE_WEATHER,Space Weather,
Topic,WB_3146_ENERGETIC_PARTICLES,Energetic Particles,
Topic,WB_3147_GEOMAGNETIC_STORM,Geomagnetic Storm,
Topic,WB_3148_GEOPHYSICAL_EVENT,Geophysical Event,
Topic,WB_3149_VOLCANIC_ACTIVITY,Volcanic Activity,
Topic,WB_315_INTERNATIONAL_ACCOUNTING_STANDARDS,International Accounting Standards,
Topic,WB_3150_PYROCLASTIC_FLOW,Pyroclastic Flow,
Topic,WB_3151_LAVA_FLOW,Lava Flow,
Topic,WB_3152_VOLCANIC_DISASTER,Volcanic Disaster,
Topic,WB_3153_LAHAR,Lahar,
Topic,WB_3154_EARTHQUAKE,Earthquake,
Topic,WB_3155_LIQUEFACTION,Liquefaction,
Topic,WB_3156_FIRE_FOLLOWING_EARTHQUAKE,Fire Following Earthquake,
Topic,WB_3157_LANDSLIDE_FOLLOWING_EARTHQUAKE,Landslide Following Earthquake,
Topic,WB_3158_GROUND_MOVEMENT,Ground Movement,
Topic,WB_3159_MASS_MOVEMENT,Mass movement,
Topic,WB_3160_TSUNAMI,Tsunami,
Topic,WB_3161_CLIMATOLOGICAL_EVENT,Climatological Event,
Topic,WB_3162_DROUGHT,Drought,
Topic,WB_3163_WILDFIRE,Wildfire,
Topic,WB_3164_LAND_FIRE,Land Fire,
Topic,WB_3165_BRUSH_FIRE,Brush Fire,
Topic,WB_3166_BUSH_FIRE,Bush Fire,
Topic,WB_3167_PASTURE_FIRE,Pasture Fire,
Topic,WB_3168_FOREST_FIRE,Forest Fire,
Topic,WB_3169_SUBSIDENCE,Subsidence,
Topic,WB_317_BANK_REGULATION_AND_SUPERVISION,Bank Regulation and Supervision,
Topic,WB_3170_GENERAL_CLIMATE_THEMES,General Climate Themes,
Topic,WB_3172_CLIMATE_RELATED_DISASTER,Climate Related Disaster,
Topic,WB_3173_CLIMATE_RELATED_EVENT,Climate Related Event,
Topic,WB_3174_GLACIAL_LAKE_OUTBURST,Glacial Lake Outburst,
Topic,WB_3175_METEOROLOGICAL,Meteorological,
Topic,WB_3176_TROPICAL_CYCLONE,Tropical Cyclone,
Topic,WB_3177_TYPHOON,Typhoon,
Topic,WB_3178_CYCLONE,Cyclone,
Topic,WB_3179_HURRICANE,Hurricane,
Topic,WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING,Financial Architecture and Banking,
Topic,WB_3180_TROPICAL_STORM,Tropical Storm,
Topic,WB_3181_FOG,Fog,
Topic,WB_3182_EXTRATROPICAL_STORM,Extratropical Storm,
Topic,WB_3183_EXTREME_TEMPERATURE,Extreme Temperature,
Topic,WB_3184_ICE,Ice,
Topic,WB_3185_HEAT_WAVE,Heat Wave,
Topic,WB_3186_COLD_WAVE,Cold Wave,
Topic,WB_3187_DEEP_FREEZE,Deep Freeze,
Topic,WB_3188_CONVECTIVE_STORM,Convective Storm,
Topic,WB_3189_BLIZZARD,Blizzard,
Topic,WB_319_BANK_RESOLUTION_AND_CRISIS_MANAGEMENT,Bank Resolution and Crisis Management,
Topic,WB_3190_DERECHO,Derecho,
Topic,WB_3191_TORNADO,Tornado,
Topic,WB_3192_WINDSTORM,Windstorm,
Topic,WB_3193_MONSOON,Monsoon,
Topic,WB_3194_GENERAL_METEOROLOGICAL_THEMES,General Meteorological Themes,
Topic,WB_3195_DESTRUCTIVE_WEATHER,Destructive Weather,
Topic,WB_3196_WEATHER_DISASTER,Weather Disaster,
Topic,WB_3199_HYDROLOGICAL_EVENT,Hydrological Event,
Topic,WB_3200_HYDRO-METEOROLOGICAL,Hydro-meteorological,
Topic,WB_3202_EROSION,Erosion,
Topic,WB_3203_COASTAL_EROSION,Coastal Erosion,
Topic,WB_3204_LANDSLIDE,Landslide,
Topic,WB_3205_AVALANCHE,Avalanche,
Topic,WB_3206_SNOW_AVALANCHE,Snow Avalanche,
Topic,WB_3207_DEBRIS_AVALANCHE,Debris Avalanche,
Topic,WB_3208_ROCKFALL,Rockfall,
Topic,WB_3209_MUDSLIDE,Mudslide,
Topic,WB_321_FINANCIAL_CRISIS_PREPAREDNESS,Financial Crisis Preparedness,
Topic,WB_3210_MUD_FLOW,Mud Flow,
Topic,WB_3211_DEBRIS_MUDSLIDE,Debris Mudslide,
Topic,WB_3212_WAVE_ACTION,Wave Action,
Topic,WB_3213_TIDAL_WAVE,Tidal Wave,
Topic,WB_3214_ROGUE_WAVE,Rogue Wave,
Topic,WB_3215_SEICHE,Seiche,
Topic,WB_3216_FLOOD,Flood,
Topic,WB_3217_RIVERINE_FLOOD,Riverine Flood,
Topic,WB_3218_ICE_JAM_FLOOD,Ice Jam Flood,
Topic,WB_3219_FLASH_FLOOD,Flash Flood,
Topic,WB_322_DEPOSIT_INSURANCE,Deposit Insurance,
Topic,WB_3220_COASTAL_FLOOD,Coastal Flood,
Topic,WB_3221_FLOOD_CONTROL,Flood Control,
Topic,WB_3222_FLOOD_RISK_MANAGEMENT,Flood Risk Management,
Topic,WB_3224_FLOOD_DAMAGE,Flood Damage,
Topic,WB_3225_SINKHOLE,Sinkhole,
Topic,WB_3226_EXPANSIVE_SOIL,Expansive Soil,
Topic,WB_3227_DESICCATION,Desiccation,
Topic,WB_3228_BIOLOGICAL_DISASTER,Biological Disaster,
Topic,WB_3229_ABIOTIC_RISK,Abiotic Risk,
Topic,WB_3230_ABIOTIC_STRESS,Abiotic Stress,
Topic,WB_3231_ANIMAL_INCIDENT,Animal Incident,
Topic,WB_3232_BIOLOGICAL_DISEASES,Biological Diseases,
Topic,WB_3233_BACTERIAL_DISEASE,Bacterial Disease,
Topic,WB_3234_PARASITIC_DISEASE,Parasitic Disease,
Topic,WB_3235_PRION_DISEASE,Prion Disease,
Topic,WB_3236_VIRAL_DISEASE,Viral Disease,
Topic,WB_3237_INSECT_INFESTATION,Insect Infestation,
Topic,WB_324_ISLAMIC_FINANCE,Islamic Finance,
Topic,WB_325_MACROPRUDENTIAL_REGULATION,Macroprudential Regulation,
Topic,WB_326_STATE_FINANCIAL_INSTITUTIONS,State Financial Institutions,
Topic,WB_327_VULNERABILITY_AND_RISK_ASSESSMENTS,Vulnerability and Risk Assessments,
Topic,WB_328_FINANCIAL_INTEGRITY,Financial Integrity,
Topic,WB_330_FINANCIAL_INTELLIGENCE,Financial Intelligence,
Topic,WB_331_ECONOMIC_TRANSPARENCY,Economic Transparency,
Topic,WB_332_CAPITAL_MARKETS,Capital Markets,
Topic,WB_333_NON-GOVERNMENT_BOND_MARKETS,Non-Government Bond Markets,
Topic,WB_334_EQUITY_MARKETS,Equity Markets,
Topic,WB_335_GOVERNMENT_BOND_MARKETS,Government Bond Markets,
Topic,WB_3358_MAN-MADE_DISASTERS,Man-Made Disasters,
Topic,WB_3359_AVIATION_INCIDENT,Aviation Incident,
Topic,WB_336_NON-BANK_FINANCIAL_INSTITUTIONS,Non-Bank Financial Institutions,
Topic,WB_3360_BRIDGE_COLLAPSE,Bridge Collapse,
Topic,WB_3361_DAM_FAILURE,Dam Failure,
Topic,WB_3362_BUILDING_COLLAPSE,Building Collapse,
Topic,WB_3363_BURST_PIPELINE,Burst Pipeline,
Topic,WB_3364_CAR_ACCIDENT,Car Accident,
Topic,WB_3365_CHEMICAL_SPILL,Chemical Spill,
Topic,WB_3366_MARITIME_INCIDENT,Maritime Incident,
Topic,WB_3367_AIRPLANE_CRASH,Airplane Crash,
Topic,WB_3368_POWER_OUTAGE,Power Outage,
Topic,WB_3369_HOUSE_FIRE,House Fire,
Topic,WB_337_AGRICULTURAL_INSURANCE,Agricultural Insurance,
Topic,WB_3370_MINING_INCIDENT,Mining Incident,
Topic,WB_3371_ENVIRONMENTAL_DISASTER,Environmental Disaster,
Topic,WB_3372_OIL_SPILL,Oil Spill,
Topic,WB_3373_NUCLEAR_ACCIDENT,Nuclear Accident,
Topic,WB_3374_RAILWAY_INCIDENT,Railway Incident,
Topic,WB_3375_TRAIN_ACCIDENT,Train Accident,
Topic,WB_3376_ROAD_INCIDENT,Road Incident,
Topic,WB_3377_ALZHEIMERS,Alzheimers,
Topic,WB_3379_DISCRIMINATION,Discrimination,
Topic,WB_338_INSURANCE_RISK-BASED_SUPERVISION_(SOLVENCY_II),Insurance Risk-Based Supervision (Solvency II),
Topic,WB_3380_DISCRIMINATION_AGAINST_IMMIGRANTS,Discrimination Against Immigrants,
Topic,WB_3381_DISCRIMINATION_AGAINST_LGBT_INDIVIDUALS,Discrimination Against LGBT Individuals,
Topic,WB_3382_DISCRIMINATION_AGAINST_ETHNICITY_AND_RACE,Discrimination Against Ethnicity and Race,
Topic,WB_3383_RELIGIOUS_DISCRIMINATION,Religious Discrimination,
Topic,WB_3384_FORCED_MARRIAGE,Forced Marriage,
Topic,WB_3385_INTERNET_BLACKOUT,Internet Blackout,
Topic,WB_3386_DEFORESTATION,Deforestation,
Topic,WB_3388_BLACK_MARKET,Black Market,
Topic,WB_3389_RESULTS_AND_IMPACT_EVALUATIONS,Results and Impact Evaluations,
Topic,WB_339_MARKET-BASED_INSURANCE_PRODUCTS,Market-Based Insurance Products,
Topic,WB_3390_WATER_SCARCITY,Water Scarcity,
Topic,WB_3391_FINANCIAL_LITERACY,Financial Literacy,
Topic,WB_3392_CONVENTIONAL_POTABLE_WATER_TREATMENT,Conventional Potable Water Treatment,
Topic,WB_3393_WATER_DISINFECTION,Water Disinfection,
Topic,WB_3394_DESALINATION_AND_WATER_TREATMENT,Desalination and Water Treatment,
Topic,WB_3395_WATER_FILTRATION,Water Filtration,
Topic,WB_3396_WATER_CHLORINATION,Water Chlorination,
Topic,WB_3398_WATER_PURIFICATION,Water Purification,
Topic,WB_3399_HOUSEHOLD_WATER_SUPPLY,Household Water Supply,
Topic,WB_340_MICRO-INSURANCE,Micro-Insurance,
Topic,WB_3400_MULTI-VILLAGE_WATER_SYSTEMS,Multi-village Water Systems,
Topic,WB_3401_INDUSTRIAL_WATER_USE,Industrial Water Use,
Topic,WB_3402_INDUSTRIAL_WATER_POLLUTION,Industrial Water Pollution,
Topic,WB_3403_INTEGRATED_URBAN_WATER_POLLUTION_CONTROL,Integrated Urban Water Pollution Control,
Topic,WB_3404_WATER_SUPPLY_AND_SANITATION_POLICY,Water Supply and Sanitation Policy,
Topic,WB_3405_WATER_SUPPLY_AND_SANITATION_LEGISLATION_AND_INSTITUTIONS,Water Supply and Sanitation Legislation and Institutions,
Topic,WB_3406_WATER_SUPPLY_AND_SANITATION_LEGISLATION,Water Supply and Sanitation Legislation,
Topic,WB_3407_WATER_SUPPLY_AND_SANITATION_INSTITUTIONS,Water Supply and Sanitation Institutions,
Topic,WB_3408_WATER_SUPPLY_AND_SANITATION_REGULATION_AND_STANDARDS,Water Supply and Sanitation Regulation and Standards,
Topic,WB_3409_WATER_SUPPLY_AND_SANITATION_REGULATORY_MODELS,Water Supply and Sanitation Regulatory Models,
Topic,WB_341_INVESTMENT_FUNDS,Investment Funds,
Topic,WB_3410_WATER_SUPPLY_AND_SANITATION_SERVICE_PROVISION_MODELS,Water Supply and Sanitation Service Provision Models,
Topic,WB_3411_WATER_SUPPLY_AND_SANITATION_GOVERNANCE,Water Supply and Sanitation Governance,
Topic,WB_3412_WATER_AND_WASTEWATER_MUNICIPAL_UTILITIES,Water and Wastewater Municipal Utilities,
Topic,WB_3413_WATER_AND_WASTEWATER_FEDERAL,Water and Wastewater Federal,
Topic,WB_3414_WATER_AND_MULTI-UTILITIES,Water and Multi-Utilities,
Topic,WB_3415_AGGREGATION,Aggregation,
Topic,WB_3416_MONITORING_AND_EVALUATION_OF_WATER_SUPPLY_AND_SANITATION,Monitoring and Evaluation of Water Supply and Sanitation,
Topic,WB_3417_BENCHMARKING_FOR_WATER_SUPPLY_AND_SANITATION,Benchmarking for Water Supply and Sanitation,
Topic,WB_3418_WATER_SUPPLY_AND_SANITATION_FOR_THE_PERI-URBAN_AND_INFORMAL_SETTLEMENTS,Water Supply and Sanitation for the Peri-Urban and Informal Settlements,
Topic,WB_3419_WATER_SUPPLY_AND_SANITATION_FOR_FRAGILE_AND_CONFLICT_AFFECTED_STATES,Water Supply and Sanitation for Fragile and Conflict Affected States,
Topic,WB_342_INFRASTRUCTURE_FUNDS,Infrastructure Funds,
Topic,WB_3420_COMMUNITY_STANDPOSTS,Community Standposts,
Topic,WB_3421_COMMERCIAL_MANAGEMENT_OF_SERVICE_PROVIDERS_OF_WATER_SUPPLY_AND_SANITATION,Commercial Management of Service Providers of Water Supply and Sanitation,
Topic,WB_3422_CLIMATE_RESILIENT_SERVICE_PROVISION_FOR_WATER_SUPPLY_AND_SANITATION,Climate Resilient Service Provision for Water Supply and Sanitation,
Topic,WB_3423_WATER_SUPPLY_AND_SANITATION_POLICY_AND_PLANNING,Water Supply and Sanitation Policy and Planning,
Topic,WB_3424_WATER_SECTOR_POLICY,Water Sector Policy,
Topic,WB_3425_WATER_UTILITY_REFORM,Water Utility Reform,
Topic,WB_3426_WATER_DEMAND_MANAGEMENT_AND_CONSERVATION,Water Demand Management and Conservation,
Topic,WB_3427_UTILITY_MANAGEMENT,Utility Management,
Topic,WB_3428_ENERGY_EFFICIENCY_IN_URBAN_WATER_SUPPLY_AND_SANITATION_&NBSP;,Energy Efficiency in Urban Water Supply and Sanitation &nbsp;,
Topic,WB_3429_BILLING_AND_COLLECTION_SERVICES&NBSP;,Billing and Collection Services&nbsp;,
Topic,WB_3430_SERVICE_PROVIDER_INFORMATION_SYSTEMS_FOR_WATER_SUPPLY_AND_SANITATION,Service Provider Information Systems for Water Supply and Sanitation,
Topic,WB_3431_ICT_APPLICATIONS_FOR_WATER_SUPPLY_AND_SANITATION,ICT Applications for Water Supply and Sanitation,
Topic,WB_3432_WATER_SUPPLY_SOURCES,Water Supply Sources,
Topic,WB_3433_DRINKING_WATER_SOURCE_PROTECTION,Drinking Water Source Protection,
Topic,WB_3435_SURFACE_WATER_STORAGE,Surface Water Storage,
Topic,WB_3436_WELLFIELDS,Wellfields,
Topic,WB_3437_HANDPUMPS,Handpumps,
Topic,WB_3438_WINDPOWER,Windpower,
Topic,WB_3439_ARSENIC_AND_CONTAMINANTS_REMOVAL,Arsenic and Contaminants Removal,
Topic,WB_344_PRIVATE_EQUITY_FUNDS,Private Equity Funds,
Topic,WB_3440_WATER_DISTRIBUTION_AND_TRANSMISSION,Water Distribution and Transmission,
Topic,WB_3441_DISTRICT_METERING_AREAS,District Metering Areas,
Topic,WB_3442_WATER_PRESSURE_REDUCTION,Water Pressure Reduction,
Topic,WB_3443_OPTIMISATION_OF_WATER_DISTRIBUTION_NETWORK,Optimisation of Water Distribution Network,
Topic,WB_3444_PUMPING_STATION,Pumping Station,
Topic,WB_3445_WATER_METERING,Water Metering,
Topic,WB_3446_INDUSTRIAL_WASTEWATER,Industrial Wastewater,
Topic,WB_3447_HOUSEHOLD_SANITATION,Household Sanitation,
Topic,WB_3448_IN-HOUSE_SANITATION_SYSTEMS,In-house Sanitation Systems,
Topic,WB_3449_SHARED_SANITATION,Shared Sanitation,
Topic,WB_345_SOVEREIGN_WEALTH_FUNDS,Sovereign Wealth Funds,
Topic,WB_3450_INSTITUTIONAL_SANITATION,Institutional Sanitation,
Topic,WB_3451_SANITATION_IN_HEALTH_CENTRE,Sanitation in Health Centre,
Topic,WB_3452_SANITATION_IN_SCHOOLS,Sanitation in Schools,
Topic,WB_3453_SANITATION_IN_MARKETS,Sanitation in Markets,
Topic,WB_3454_LATRINES,Latrines,
Topic,WB_3455_SANITATION_AND_HYGIENE_BEHAVIOR_CHANGE,Sanitation and Hygiene Behavior Change,
Topic,WB_3456_SANITATION_MARKETING,Sanitation Marketing,
Topic,WB_3457_BIOSOLIDS_MANAGEMENT,Biosolids Management,
Topic,WB_3458_FECAL_SLUDGE_MANAGEMENT,Fecal Sludge Management,
Topic,WB_3459_FECAL_SLUDGE_REUSE,Fecal Sludge Reuse,
Topic,WB_346_COMPETITIVE_INDUSTRIES,Competitive Industries,
Topic,WB_3460_STORMWATER_MANAGEMENT,Stormwater Management,
Topic,WB_3461_SOCIAL_DIMENSIONS_OF_WATER_SUPPLY_AND_SANITATION,Social Dimensions of Water Supply and Sanitation,
Topic,WB_3462_WATER_AND_INDIGENOUS_AND_VULNERABLE_GROUPS,Water and Indigenous and Vulnerable Groups,
Topic,WB_3463_WATER_SUPPLY_AND_SANITATION_AND_GENDER,Water Supply and Sanitation and Gender,
Topic,WB_3464_AFFORDABILITY_AND_WILLINGNESS_TO_PAY_FOR_WATER_AND_SANITATION_SERVICES,Affordability and Willingness to Pay for Water and Sanitation Services,
Topic,WB_3465_GRIEVANCE_AND_REDRESS_MECHANISMS_IN_WATER_SUPPLY_AND_SANITATION,Grievance and Redress Mechanisms in Water Supply and Sanitation,
Topic,WB_3466_WATER_AND_EXCRETA-RELATED_DISEASES,Water and Excreta-Related Diseases,
Topic,WB_3467_WATER_SUPPLY_AND_SANITATION_AND_AGRICULTURE,Water Supply and Sanitation and Agriculture,
Topic,WB_3468_WATER_SUPPLY_AND_SANITATION_AND_EDUCATION,Water Supply and Sanitation and Education,
Topic,WB_3469_WATER_SUPPLY_AND_SANITATION_AND_NUTRITION,Water Supply and Sanitation and Nutrition,
Topic,WB_3470_WATER_SUPPLY_AND_SANITATION_AND_HEALTH,Water Supply and Sanitation and Health,
Topic,WB_3471_COMMUNITY_MOBILIZATION_FOR_WATER_SUPPLY_AND_SANITATION,Community Mobilization for Water Supply and Sanitation,
Topic,WB_3472_FINANCE_FOR_WATER_SUPPLY_AND_SANITATION,Finance for Water Supply and Sanitation,
Topic,WB_3473_WATER_TARIFFS,Water Tariffs,
Topic,WB_3474_WATER_SUBSIDIES,Water Subsidies,
Topic,WB_3475_WATER_PUBLIC_EXPENDITURE_REVIEWS,Water Public Expenditure Reviews,
Topic,WB_3476_FINANCIAL_AND_ECONOMIC_ANALYSIS_OF_WATER_SUPPLY_AND_SANITATION_PROJECTS,Financial and Economic Analysis of Water Supply and Sanitation Projects,
Topic,WB_3477_PRIVATE_FINANCE_FOR_WATER_SUPPLY_AND_SANITATION,Private Finance for Water Supply and Sanitation,
Topic,WB_3478_FINANCIAL_SUSTAINABILITY_FOR_WATER_SUPPLY_AND_SANITATION,Financial Sustainability for Water Supply and Sanitation,
Topic,WB_3479_COST_RECOVERY_FOR_WATER_SUPPLY_AND_SANITATION,Cost Recovery for Water Supply and Sanitation,
Topic,WB_3480_HEALTH,Health,
Topic,WB_3481_YELLOW_FEVER,Yellow Fever,
Topic,WB_3482_ONCHOCERCIASIS,Onchocerciasis,
Topic,WB_3483_DENGUE_FEVER,Dengue Fever,
Topic,WB_3484_CANCER_DATA,Cancer Data,
